Year;Site;Species;Iteration;PTD;Biweek;Global_radiation;Min_Temperature;Max_temperature;Av_temperature;Relative humidity;Precipitation;Vapor_pressure_deficit
2017;KS;Betula;148;293;21;768.58;12.0;14.5;13.9;71.50;1.595;0.44
2017;PB;Quercus;27;293;21;768.58;12.0;14.5;13.9;71.50;1.595;0.44
2018;KS;Fagus;6;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2018;KS;Fagus;8;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2018;KS;Fagus;51;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2018;KS;Fagus;61;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2018;KS;Fagus;111;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2018;KS;Fagus;131;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2018;KS;Fagus;154;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2018;KS;Fagus;161;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2018;KS;Fagus;189;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2018;KS;Fagus;197;293;21;2436.71;7.1;14.8;10.8;67.19;0;0.50
2019;KS;Fagus;77;293;21;1638.43;6.8;13.5;10.9;89.62;0;0.15
2020;KS;Betula;54;293;21;5900.10;7.9;13.3;10.0;76.42;0;0.33
2020;KS;Betula;66;293;21;5900.10;7.9;13.3;10.0;76.42;0;0.33
2020;KS;Fagus;92;293;21;5900.10;7.9;13.3;10.0;76.42;0;0.33
2020;BB;Populus;181;293;21;5900.10;7.9;13.3;10.0;76.42;0;0.33
2018;BB;Populus;15;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;63;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;65;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;75;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;82;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;87;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;90;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;100;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;106;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;130;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;159;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;161;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;BB;Populus;166;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2019;BB;Populus;124;294;21;1437.51;9.1;13.5;11.7;90.62;8.12;0.14
2019;BB;Populus;128;294;21;1437.51;9.1;13.5;11.7;90.62;8.12;0.14
2019;BB;Populus;139;294;21;1437.51;9.1;13.5;11.7;90.62;8.12;0.14
2019;BB;Populus;159;294;21;1437.51;9.1;13.5;11.7;90.62;8.12;0.14
2019;BB;Populus;160;294;21;1437.51;9.1;13.5;11.7;90.62;8.12;0.14
2020;PB;Fagus;41;294;21;2040.22;8.4;15.5;12.3;78.81;0;0.34
2020;KS;Fagus;108;294;21;2040.22;8.4;15.5;12.3;78.81;0;0.34
2020;PB;Fagus;137;294;21;2040.22;8.4;15.5;12.3;78.81;0;0.34
2020;PB;Fagus;143;294;21;2040.22;8.4;15.5;12.3;78.81;0;0.34
2020;KS;Betula;148;294;21;2040.22;8.4;15.5;12.3;78.81;0;0.34
2020;KS;Betula;152;294;21;2040.22;8.4;15.5;12.3;78.81;0;0.34
2017;PB;Fagus;14;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2017;PB;Fagus;27;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2017;PB;Fagus;33;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2017;PB;Fagus;49;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2017;PB;Fagus;146;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2017;PB;Fagus;154;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2017;PB;Fagus;179;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2017;PB;Fagus;192;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2017;PB;Fagus;200;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2017;PB;Quercus;179;294;21;2405.94;10.3;16.8;13.0;70.58;2.465;0.52
2018;KS;Fagus;16;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;20;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;31;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;35;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;67;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;70;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;71;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;72;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;78;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;84;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;89;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;93;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;95;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;96;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;97;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;100;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;113;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;122;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;130;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;158;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;166;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;170;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;KS;Fagus;184;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;PB;Quercus;56;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;PB;Quercus;67;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2018;PB;Quercus;78;294;21;2650.39;5.9;15.3;11.7;66.50;0;0.53
2019;PB;Fagus;102;294;21;1437.51;9.1;13.5;11.7;90.62;8.12;0.14
2018;BB;Populus;2;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;16;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;18;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;23;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;37;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;49;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;57;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;60;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;77;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;78;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;97;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;124;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;126;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;133;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;139;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;149;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;160;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;175;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;190;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;191;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;BB;Populus;199;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2019;BB;Populus;31;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;55;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;59;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;66;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;68;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;100;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;112;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;130;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;157;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;158;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;162;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;183;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;BB;Populus;184;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2020;PB;Fagus;150;295;21;4953.64;12.1;20.5;16.0;72.35;9.03;0.63
2020;KS;Fagus;155;295;21;4953.64;12.1;20.5;16.0;72.35;9.03;0.63
2020;PB;Fagus;167;295;21;4953.64;12.1;20.5;16.0;72.35;9.03;0.63
2020;PB;Fagus;198;295;21;4953.64;12.1;20.5;16.0;72.35;9.03;0.63
2017;KS;Fagus;16;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;KS;Fagus;157;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;1;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;3;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;7;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;30;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;34;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;40;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;52;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;56;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;68;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;93;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;99;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;117;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;122;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;129;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;143;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;160;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;161;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;171;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;180;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;183;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;190;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;191;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Fagus;195;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;KS;Betula;74;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Quercus;42;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2017;PB;Quercus;170;295;21;1410.05;9.0;11.7;10.1;82.85;10.005;0.22
2018;KS;Fagus;3;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;7;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;9;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;13;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;15;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;17;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;19;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;21;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;26;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;46;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;47;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;50;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;62;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;68;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;73;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;75;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;77;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;80;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;81;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;82;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;86;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;87;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;102;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;108;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;110;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;115;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;117;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;119;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;124;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;128;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;136;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;141;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;146;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;147;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;150;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;152;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;153;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;167;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;169;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;182;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;191;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;195;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;KS;Fagus;200;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;PB;Fagus;7;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;PB;Fagus;109;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;PB;Fagus;129;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;PB;Fagus;145;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;PB;Fagus;153;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;PB;Fagus;179;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;PB;Quercus;3;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2018;PB;Quercus;38;295;21;2199.93;8.6;15.0;12.2;66.50;0;0.52
2019;PB;Fagus;60;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;PB;Fagus;116;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;PB;Fagus;139;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2019;PB;Fagus;182;295;21;2761.31;5.5;14.4;11.2;88.85;0;0.17
2020;PB;Fagus;52;296;21;5308.61;11.7;16.8;14.5;75.96;0;0.43
2020;PB;Fagus;93;296;21;5308.61;11.7;16.8;14.5;75.96;0;0.43
2020;PB;Fagus;106;296;21;5308.61;11.7;16.8;14.5;75.96;0;0.43
2020;PB;Quercus;113;296;21;5308.61;11.7;16.8;14.5;75.96;0;0.43
2020;PB;Fagus;129;296;21;5308.61;11.7;16.8;14.5;75.96;0;0.43
2020;PB;Fagus;136;296;21;5308.61;11.7;16.8;14.5;75.96;0;0.43
2018;BB;Populus;3;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;7;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;14;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;25;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;31;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;42;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;50;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;52;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;71;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;73;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;92;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;95;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;104;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;109;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;114;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;128;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;135;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;140;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;148;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;169;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;171;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;178;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;180;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;187;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;188;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2018;BB;Populus;193;296;21;1927.97;7.0;13.5;11.3;74.92;0;0.36
2019;BB;Populus;1;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;2;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;11;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;14;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;19;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;26;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;33;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;65;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;85;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;88;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;101;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;111;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;114;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;136;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;141;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;147;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;175;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;187;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2019;BB;Populus;189;296;21;4033.87;8.6;15.6;12.3;86.54;0.435;0.23
2017;KS;Fagus;40;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;KS;Fagus;41;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;KS;Fagus;54;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;KS;Fagus;67;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;KS;Fagus;89;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;KS;Fagus;147;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;4;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;22;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;23;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;26;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;43;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;44;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;45;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;65;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;72;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;84;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;105;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;113;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;120;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;123;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;126;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;130;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;132;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;139;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;148;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;189;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Fagus;194;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;KS;Betula;12;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;KS;Betula;56;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Quercus;18;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Quercus;22;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Quercus;108;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Quercus;116;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Quercus;133;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Quercus;156;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2017;PB;Quercus;178;297;21;507.76;12.6;17.0;14.9;91.81;0.58;0.15
2018;KS;Fagus;1;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;2;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;4;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;23;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;25;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;33;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;34;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;38;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;48;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;49;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;53;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;56;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;57;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;60;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;66;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;69;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;83;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;98;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;99;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;101;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;106;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;109;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;112;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;114;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;120;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;125;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
2018;KS;Fagus;127;297;21;1118.59;12.6;15.4;14.0;86.12;0.145;0.23
